ProductKey,ProductItemCode,Product Pre-Code,Product Name,Sub Category,Product Category,Product Color,Product Size,Product Line,Product Model Name,Product Description,Product Status
363,BK-M68B-46,BK,"Mountain-200 Black, 46",Mountain Bikes,Bikes,Black,46,M ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current
364,BK-M47B-38,BK,"Mountain-300 Black, 38",Mountain Bikes,Bikes,Black,38,M ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,Outdate
365,BK-M47B-40,BK,"Mountain-300 Black, 40",Mountain Bikes,Bikes,Black,40,M ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,Outdate
366,BK-M47B-44,BK,"Mountain-300 Black, 44",Mountain Bikes,Bikes,Black,44,M ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,Outdate
367,BK-M47B-48,BK,"Mountain-300 Black, 48",Mountain Bikes,Bikes,Black,48,M ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,Outdate
368,BK-R89R-44,BK,"Road-250 Red, 44",Road Bikes,Bikes,Red,44,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate
369,BK-R89R-48,BK,"Road-250 Red, 48",Road Bikes,Bikes,Red,48,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate
370,BK-R89R-52,BK,"Road-250 Red, 52",Road Bikes,Bikes,Red,52,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate
371,BK-R89R-58,BK,"Road-250 Red, 58",Road Bikes,Bikes,Red,58,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate
372,BK-R89R-58,BK,"Road-250 Red, 58",Road Bikes,Bikes,Red,58,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current
373,BK-R89B-44,BK,"Road-250 Black, 44",Road Bikes,Bikes,Black,44,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate
374,BK-R89B-44,BK,"Road-250 Black, 44",Road Bikes,Bikes,Black,44,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current
375,BK-R89B-48,BK,"Road-250 Black, 48",Road Bikes,Bikes,Black,48,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate
376,BK-R89B-48,BK,"Road-250 Black, 48",Road Bikes,Bikes,Black,48,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current
377,BK-R89B-52,BK,"Road-250 Black, 52",Road Bikes,Bikes,Black,52,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate
378,BK-R89B-52,BK,"Road-250 Black, 52",Road Bikes,Bikes,Black,52,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current
379,BK-R89B-58,BK,"Road-250 Black, 58",Road Bikes,Bikes,Black,58,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate
380,BK-R89B-58,BK,"Road-250 Black, 58",Road Bikes,Bikes,Black,58,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current
381,BK-R64Y-38,BK,"Road-550-W Yellow, 38",Road Bikes,Bikes,Yellow,38,R ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Outdate
382,BK-R64Y-38,BK,"Road-550-W Yellow, 38",Road Bikes,Bikes,Yellow,38,R ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current
383,BK-R64Y-40,BK,"Road-550-W Yellow, 40",Road Bikes,Bikes,Yellow,40,R ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Outdate
384,BK-R64Y-40,BK,"Road-550-W Yellow, 40",Road Bikes,Bikes,Yellow,40,R ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current
385,BK-R64Y-42,BK,"Road-550-W Yellow, 42",Road Bikes,Bikes,Yellow,42,R ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Outdate
386,BK-R64Y-42,BK,"Road-550-W Yellow, 42",Road Bikes,Bikes,Yellow,42,R ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current
387,BK-R64Y-44,BK,"Road-550-W Yellow, 44",Road Bikes,Bikes,Yellow,44,R ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Outdate
388,BK-R64Y-44,BK,"Road-550-W Yellow, 44",Road Bikes,Bikes,Yellow,44,R ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current
389,BK-R64Y-48,BK,"Road-550-W Yellow, 48",Road Bikes,Bikes,Yellow,48,R ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Outdate
390,BK-R64Y-48,BK,"Road-550-W Yellow, 48",Road Bikes,Bikes,Yellow,48,R ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current
391,FK-1639,FK,LL Fork,Forks,Components,NA,NULL,NULL,LL Fork,Stout design absorbs shock and offers more precise steering.,Outdate
392,FK-5136,FK,ML Fork,Forks,Components,NA,NULL,NULL,ML Fork,Composite road fork with an aluminum steerer tube.,Outdate
393,FK-9939,FK,HL Fork,Forks,Components,NA,NULL,NULL,HL Fork,High-performance carbon road fork with curved legs.,Outdate
394,HS-0296,HS,LL Headset,Headsets,Components,NA,NULL,NULL,LL Headset,Threadless headset provides quality at an economical price.,Outdate
395,HS-2451,HS,ML Headset,Headsets,Components,NA,NULL,NULL,ML Headset,Sealed cartridge keeps dirt out.,Outdate
396,HS-3479,HS,HL Headset,Headsets,Components,NA,NULL,NULL,HL Headset,"High-quality 1"" threadless headset with a grease port for quick lubrication.",Outdate
397,HB-M243,HB,LL Mountain Handlebars,Handlebars,Components,NA,NULL,M ,LL Mountain Handlebars,All-purpose bar for on or off-road.,Outdate
398,HB-M243,HB,LL Mountain Handlebars,Handlebars,Components,NA,NULL,M ,LL Mountain Handlebars,All-purpose bar for on or off-road.,Current
399,HB-M763,HB,ML Mountain Handlebars,Handlebars,Components,NA,NULL,M ,ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,Outdate
400,HB-M763,HB,ML Mountain Handlebars,Handlebars,Components,NA,NULL,M ,ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,Current
401,HB-M918,HB,HL Mountain Handlebars,Handlebars,Components,NA,NULL,M ,HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,Outdate
402,HB-M918,HB,HL Mountain Handlebars,Handlebars,Components,NA,NULL,M ,HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,Current
403,HB-R504,HB,LL Road Handlebars,Handlebars,Components,NA,NULL,R ,LL Road Handlebars,Unique shape provides easier reach to the levers.,Outdate
404,HB-R504,HB,LL Road Handlebars,Handlebars,Components,NA,NULL,R ,LL Road Handlebars,Unique shape provides easier reach to the levers.,Current
405,HB-R720,HB,ML Road Handlebars,Handlebars,Components,NA,NULL,R ,ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,Outdate
406,HB-R720,HB,ML Road Handlebars,Handlebars,Components,NA,NULL,R ,ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,Current
407,HB-R956,HB,HL Road Handlebars,Handlebars,Components,NA,NULL,R ,HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,Outdate
408,HB-R956,HB,HL Road Handlebars,Handlebars,Components,NA,NULL,R ,HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,Current
409,FR-M63B-38,FR,"ML Mountain Frame - Black, 38",Mountain Frames,Components,Black,38,M ,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Outdate
410,FW-M423,FW,LL Mountain Front Wheel,Wheels,Components,Black,NULL,M ,LL Mountain Front Wheel,Replacement mountain wheel for entry-level rider.,Outdate
411,FW-M762,FW,ML Mountain Front Wheel,Wheels,Components,Black,NULL,M ,ML Mountain Front Wheel,Replacement mountain wheel for the casual to serious rider.,Outdate
412,FW-M928,FW,HL Mountain Front Wheel,Wheels,Components,Black,NULL,M ,HL Mountain Front Wheel,High-performance mountain replacement wheel.,Outdate
413,FW-R623,FW,LL Road Front Wheel,Wheels,Components,Black,NULL,R ,LL Road Front Wheel,Replacement road front wheel for entry-level cyclist.,Outdate
414,FW-R762,FW,ML Road Front Wheel,Wheels,Components,Black,NULL,R ,ML Road Front Wheel,Sturdy alloy features a quick-release hub.,Outdate
415,FW-R820,FW,HL Road Front Wheel,Wheels,Components,Black,NULL,R ,HL Road Front Wheel,Strong wheel with double-walled rim.,Outdate
416,FW-T905,FW,Touring Front Wheel,Wheels,Components,Black,NULL,T ,Touring Front Wheel,Aerodynamic rims for smooth riding.,Outdate
417,FR-R72Y-38,FR,"ML Road Frame-W - Yellow, 38",Road Frames,Components,Yellow,38,R ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Outdate
418,FR-R72Y-38,FR,"ML Road Frame-W - Yellow, 38",Road Frames,Components,Yellow,38,R ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current
419,RW-M423,RW,LL Mountain Rear Wheel,Wheels,Components,Black,NULL,M ,LL Mountain Rear Wheel,Replacement mountain wheel for entry-level rider.,Outdate
420,RW-M762,RW,ML Mountain Rear Wheel,Wheels,Components,Black,NULL,M ,ML Mountain Rear Wheel,Replacement mountain wheel for the casual to serious rider.,Outdate
421,RW-M928,RW,HL Mountain Rear Wheel,Wheels,Components,Black,NULL,M ,HL Mountain Rear Wheel,High-performance mountain replacement wheel.,Outdate
422,RW-R623,RW,LL Road Rear Wheel,Wheels,Components,Black,NULL,R ,LL Road Rear Wheel,Replacement road rear wheel for entry-level cyclist.,Outdate
423,RW-R762,RW,ML Road Rear Wheel,Wheels,Components,Black,NULL,R ,ML Road Rear Wheel,Aluminum alloy rim with stainless steel spokes; built for speed.,Outdate
424,RW-R820,RW,HL Road Rear Wheel,Wheels,Components,Black,NULL,R ,HL Road Rear Wheel,Strong rear wheel with double-walled rim.,Outdate
425,RW-T905,RW,Touring Rear Wheel,Wheels,Components,Black,NULL,T ,Touring Rear Wheel,Excellent aerodynamic rims guarantee a smooth ride.,Outdate
426,FR-M63B-40,FR,"ML Mountain Frame - Black, 40",Mountain Frames,Components,Black,40,M ,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,Outdate
427,FR-M63B-44,FR,"ML Mountain Frame - Black, 44",Mountain Frames,Components,Black,44,M ,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,Outdate
428,FR-M63B-48,FR,"ML Mountain Frame - Black, 48",Mountain Frames,Components,Black,48,M ,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,Outdate
429,FR-R72Y-40,FR,"ML Road Frame-W - Yellow, 40",Road Frames,Components,Yellow,40,R ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Outdate
430,FR-R72Y-40,FR,"ML Road Frame-W - Yellow, 40",Road Frames,Components,Yellow,40,R ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current
431,FR-R72Y-42,FR,"ML Road Frame-W - Yellow, 42",Road Frames,Components,Yellow,42,R ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Outdate
432,FR-R72Y-42,FR,"ML Road Frame-W - Yellow, 42",Road Frames,Components,Yellow,42,R ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current
433,FR-R72Y-44,FR,"ML Road Frame-W - Yellow, 44",Road Frames,Components,Yellow,44,R ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Outdate
434,FR-R72Y-44,FR,"ML Road Frame-W - Yellow, 44",Road Frames,Components,Yellow,44,R ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current
435,FR-R72Y-48,FR,"ML Road Frame-W - Yellow, 48",Road Frames,Components,Yellow,48,R ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Outdate
436,FR-R72Y-48,FR,"ML Road Frame-W - Yellow, 48",Road Frames,Components,Yellow,48,R ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current
437,FR-R92B-62,FR,"HL Road Frame - Black, 62",Road Frames,Components,Black,62,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Outdate
438,FR-R92B-62,FR,"HL Road Frame - Black, 62",Road Frames,Components,Black,62,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current
439,FR-R92B-44,FR,"HL Road Frame - Black, 44",Road Frames,Components,Black,44,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Outdate
440,FR-R92B-44,FR,"HL Road Frame - Black, 44",Road Frames,Components,Black,44,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current
441,FR-R92B-48,FR,"HL Road Frame - Black, 48",Road Frames,Components,Black,48,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Outdate
442,FR-R92B-48,FR,"HL Road Frame - Black, 48",Road Frames,Components,Black,48,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current
443,FR-R92B-52,FR,"HL Road Frame - Black, 52",Road Frames,Components,Black,52,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Outdate
444,FR-R92B-52,FR,"HL Road Frame - Black, 52",Road Frames,Components,Black,52,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current
445,SH-M897-S,SH,"Men's Sports Shorts, S",Shorts,Clothing,Black,S,S ,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Outdate
446,PA-T100,PA,"Touring-Panniers, Large",Panniers,Accessories,Grey,NULL,T ,Touring-Panniers,"Durable, water-proof nylon construction with easy access. Large enough for weekend trips.",Outdate
447,LO-C100,LO,Cable Lock,Locks,Accessories,NA,NULL,S ,Cable Lock,"Wraps to fit front and rear tires, carrier and 2 keys included.",Outdate
448,PU-0452,PU,Minipump,Pumps,Accessories,NA,NULL,S ,Minipump,Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.,Outdate
449,PU-M044,PU,Mountain Pump,Pumps,Accessories,NA,NULL,M ,Mountain Pump,Simple and light-weight. Emergency patches stored in handle.,Outdate
450,LT-T990,LT,Taillights - Battery-Powered,Lights,Accessories,NA,NULL,R ,Taillight,Affordable light for safe night riding - uses 3 AAA batteries,Outdate
451,LT-H902,LT,Headlights - Dual-Beam,Lights,Accessories,NA,NULL,R ,Headlights - Dual-Beam,Rechargeable dual-beam headlight.,Outdate
452,LT-H903,LT,Headlights - Weatherproof,Lights,Accessories,NA,NULL,R ,Headlights - Weatherproof,Rugged weatherproof headlight.,Outdate
453,SH-M897-M,SH,"Men's Sports Shorts, M",Shorts,Clothing,Black,M,S ,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Outdate
454,SH-M897-L,SH,"Men's Sports Shorts, L",Shorts,Clothing,Black,L,S ,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Outdate
455,SH-M897-X,SH,"Men's Sports Shorts, XL",Shorts,Clothing,Black,XL,S ,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Outdate
456,TG-W091-S,TG,"Women's Tights, S",Tights,Clothing,Black,S,S ,Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,Outdate
457,TG-W091-M,TG,"Women's Tights, M",Tights,Clothing,Black,M,S ,Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,Outdate
458,TG-W091-L,TG,"Women's Tights, L",Tights,Clothing,Black,L,S ,Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,Outdate
459,SB-M891-S,SB,"Men's Bib-Shorts, S",Bib-Shorts,Clothing,Multi,S,S ,Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",Outdate
460,SB-M891-M,SB,"Men's Bib-Shorts, M",Bib-Shorts,Clothing,Multi,M,S ,Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",Outdate
461,SB-M891-L,SB,"Men's Bib-Shorts, L",Bib-Shorts,Clothing,Multi,L,S ,Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",Outdate
462,GL-H102-S,GL,"Half-Finger Gloves, S",Gloves,Clothing,Black,S,S ,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Outdate
463,GL-H102-S,GL,"Half-Finger Gloves, S",Gloves,Clothing,Black,S,S ,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Current
464,GL-H102-M,GL,"Half-Finger Gloves, M",Gloves,Clothing,Black,M,S ,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Outdate
465,GL-H102-M,GL,"Half-Finger Gloves, M",Gloves,Clothing,Black,M,S ,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Current
466,GL-H102-L,GL,"Half-Finger Gloves, L",Gloves,Clothing,Black,L,S ,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Outdate
467,GL-H102-L,GL,"Half-Finger Gloves, L",Gloves,Clothing,Black,L,S ,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Current
468,GL-F110-S,GL,"Full-Finger Gloves, S",Gloves,Clothing,Black,S,M ,Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",Outdate
469,GL-F110-M,GL,"Full-Finger Gloves, M",Gloves,Clothing,Black,M,M ,Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",Outdate
470,GL-F110-L,GL,"Full-Finger Gloves, L",Gloves,Clothing,Black,L,M ,Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",Outdate
471,VE-C304-S,VE,"Classic Vest, S",Vests,Clothing,Blue,S,S ,Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",Current
472,VE-C304-M,VE,"Classic Vest, M",Vests,Clothing,Blue,M,S ,Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",Current
473,VE-C304-L,VE,"Classic Vest, L",Vests,Clothing,Blue,L,S ,Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",Current
474,SH-W890-S,SH,"Women's Mountain Shorts, S",Shorts,Clothing,Black,S,M ,Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",Current
475,SH-W890-M,SH,"Women's Mountain Shorts, M",Shorts,Clothing,Black,M,M ,Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",Current
476,SH-W890-L,SH,"Women's Mountain Shorts, L",Shorts,Clothing,Black,L,M ,Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",Current
477,WB-H098,WB,Water Bottle - 30 oz.,Bottles and Cages,Accessories,NA,NULL,S ,Water Bottle,AWC logo water bottle - holds 30 oz; leak-proof.,Current
478,BC-M005,BC,Mountain Bottle Cage,Bottles and Cages,Accessories,NA,NULL,M ,Mountain Bottle Cage,Tough aluminum cage holds bottle securly on tough terrain.,Current
479,BC-R205,BC,Road Bottle Cage,Bottles and Cages,Accessories,NA,NULL,R ,Road Bottle Cage,Aluminum cage is lighter than our mountain version; perfect for long distance trips.,Current
480,PK-7098,PK,Patch Kit/8 Patches,Tires and Tubes,Accessories,NA,NULL,S ,Patch kit,"Includes 8 different size patches, glue and sandpaper.",Current
481,SO-R809-M,SO,"Racing Socks, M",Socks,Clothing,White,M,R ,Racing Socks,"Thin, lightweight and durable with cuffs that stay up.",Current
482,SO-R809-L,SO,"Racing Socks, L",Socks,Clothing,White,L,R ,Racing Socks,"Thin, lightweight and durable with cuffs that stay up.",Current
483,RA-H123,RA,Hitch Rack - 4-Bike,Bike Racks,Accessories,NA,NULL,S ,Hitch Rack - 4-Bike,"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.",Current
484,CL-9009,CL,Bike Wash - Dissolver,Cleaners,Accessories,NA,NULL,S ,Bike Wash,"Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.",Current
485,FE-6654,FE,Fender Set - Mountain,Fenders,Accessories,NA,NULL,M ,Fender Set - Mountain,Clip-on fenders fit most mountain bikes.,Current
486,ST-1401,ST,All-Purpose Bike Stand,Bike Stands,Accessories,NA,NULL,M ,All-Purpose Bike Stand,Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.,Current
487,HY-1023-70,HY,Hydration Pack - 70 oz.,Hydration Packs,Accessories,Silver,70,S ,Hydration Pack,"Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.",Current
488,SJ-0194-S,SJ,"Short-Sleeve Classic Jersey, S",Jerseys,Clothing,Yellow,S,S ,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current
489,SJ-0194-M,SJ,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing,Yellow,M,S ,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current
490,SJ-0194-L,SJ,"Short-Sleeve Classic Jersey, L",Jerseys,Clothing,Yellow,L,S ,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current
491,SJ-0194-X,SJ,"Short-Sleeve Classic Jersey, XL",Jerseys,Clothing,Yellow,XL,S ,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current
492,FR-T98Y-60,FR,"HL Touring Frame - Yellow, 60",Touring Frames,Components,Yellow,60,T ,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
493,FR-T67Y-62,FR,"LL Touring Frame - Yellow, 62",Touring Frames,Components,Yellow,62,T ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
494,FR-T98Y-46,FR,"HL Touring Frame - Yellow, 46",Touring Frames,Components,Yellow,46,T ,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
495,FR-T98Y-50,FR,"HL Touring Frame - Yellow, 50",Touring Frames,Components,Yellow,50,T ,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
496,FR-T98Y-54,FR,"HL Touring Frame - Yellow, 54",Touring Frames,Components,Yellow,54,T ,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
497,FR-T98U-46,FR,"HL Touring Frame - Blue, 46",Touring Frames,Components,Blue,46,T ,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
498,FR-T98U-50,FR,"HL Touring Frame - Blue, 50",Touring Frames,Components,Blue,50,T ,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
499,FR-T98U-54,FR,"HL Touring Frame - Blue, 54",Touring Frames,Components,Blue,54,T ,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
500,FR-T98U-60,FR,"HL Touring Frame - Blue, 60",Touring Frames,Components,Blue,60,T ,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
501,RD-2308,RD,Rear Derailleur,Derailleurs,Components,Silver,NULL,NULL,Rear Derailleur,Wide-link design.,Current
502,FR-T67U-50,FR,"LL Touring Frame - Blue, 50",Touring Frames,Components,Blue,50,T ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
503,FR-T67U-54,FR,"LL Touring Frame - Blue, 54",Touring Frames,Components,Blue,54,T ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
504,FR-T67U-58,FR,"LL Touring Frame - Blue, 58",Touring Frames,Components,Blue,58,T ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
505,FR-T67U-62,FR,"LL Touring Frame - Blue, 62",Touring Frames,Components,Blue,62,T ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
